,avg10Volume,avg30Volume,beta,companyName,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,dividendYield,employees,exDividendDate,float,marketcap,maxChangePercent,month1ChangePercent,month3ChangePercent,month6ChangePercent,nextDividendDate,nextEarningsDate,peRatio,price,sharesOutstanding,ticker,ttmDividendRate,ttmEPS,week52change,week52high,week52highSplitAdjustOnly,week52low,week52lowSplitAdjustOnly,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
0,1934565.0,2022039.0,0.8889214895220086,Agilent Technologies Inc.,113.4,-0.03165652732273872,125.45,0.06925810214882469,0.006047235087537432,0.0,2020-12-24,0.0,39391437228.0,4.540944376791667,-0.03151217291056721,0.05976829799915903,0.2482433963723455,0,2021-02-15,47.48100514949157,124.0,307960376.0,A,0.7455361662639377,2.6,0.9708583191604723,138.43,143.46,62.63,63.56,0.8083561449772131,0.5606791828655052,2.4197664488917114,0.04997664153429997
1,52833341.0,55111028.0,1.8355885562738035,American Airlines Group Inc,15.86,0.4798996101663268,20.18,0.1762652253265023,0.0,140357.0,0,0.0,16409918694.0,0.08586060464220709,0.4783479791763828,0.48237882710124347,0.9273700926154816,0,2021-01-14,-1.8319864581063647,25.48,655350398.0,AAL,0.0,-18.95,0.595024272281473,26.23,26.57,8.56,8.43,0.776793264072772,-0.19498965237627947,-0.3834575223284208,0.6167699086997356
2,1082489.0,1084033.0,1.1214952579249589,Advance Auto Parts Inc,163.34,0.19608849505669745,167.57,0.030747831568785005,0.005506268472787097,0.0,2020-12-10,0.0,12401363441.0,3.7191276343049884,0.1897285261676743,0.1398870316018313,0.16376722344975939,2021-03-09,2021-02-08,25.352627680380696,183.38,66843203.0,AAP,1.0311670155413255,7.17,0.9258588757057651,186.43,188.58,71.95,74.5,0.6396204837542303,0.18889530010279737,0.16857825360293113,0.1547976280928886
3,117596716.0,124157625.0,1.150548946980806,Apple Inc,125.26,-0.08520740597308184,133.3,0.06771297002389522,0.006846542857134916,151736.0,2021-01-22,0.0,2101215322007.0,48.49961162840562,-0.08542707624124433,-0.029906585675301915,0.0783839690461909,0,2021-01-27,33.89873293600684,129.31,17469493260.0,AAPL,0.8388984572046211,3.7,1.101502893364526,149.48,147.56,54.56,55.52,0.7995667302972344,1.739405322518434,4.23516244372334,-0.0672107495257246
4,6032999.0,6848638.0,0.6831959208817125,Abbvie Inc,99.4,0.05762107172516653,109.52,0.03952727990796996,0.04519127569667676,0.0,2021-01-05,0.0,204232083812.0,3.504735546836107,0.057839561517939515,0.08493135750123611,0.2534483502243912,2021-03-31,2021-01-30,44.3280543301498,112.53,1775046530.0,ABBV,4.940901692962012,2.75,0.5851955970613395,116.4,115.63,59.64,64.38,0.3639785265833237,0.5242177289463339,1.510808734464383,0.04200617528223979
5,1304581.0,1064341.0,0.9189831798281606,Amerisource Bergen Corp.,102.5,0.08276075785424301,109.32,0.05963502706276434,0.015177328791057234,22079.0,2021-02-06,0.0,23629949116.0,2.0266222280223767,0.08541655251832034,0.16010161965899858,0.2137040558732941,0,2021-01-28,-7.396416814697758,114.62,211963094.0,ABC,1.7694994743234684,-16.37,0.45206099391791077,114.93,116.03,70.84,73.13,0.29927373723424455,0.4922257602788015,0.46355531090696783,0.17112793760816924
6,274157.0,318012.0,0.8391193928239231,Abiomed Inc.,308.48,-0.06521777985625783,329.4,0.07756607433266435,0.0,1406.0,0,0.0,14245989111.0,21.64467915654326,-0.06626373891012377,0.12068850163570048,0.10410781659681442,0,2021-01-23,69.53524022737892,317.71,46569161.0,ABMD,0.0,4.53,1.1614481053275478,394.2,402.3,123.28,119.71,1.206928060260104,-0.07874853836004592,2.5817441285488267,-0.05435753208944143
7,5183967.0,5089005.0,0.8794452610268505,Abbott Laboratories,116.65,-0.08127391210346016,127.07,0.02171507749849699,0.013398432029350113,112170.0,2021-01-10,0.0,216718369347.0,6.10869456031029,-0.08193159195933233,0.10626889360956422,0.1198779432912295,2021-04-13,2021-01-18,47.29047541205116,123.68,1785509576.0,ABT,1.5729060156374672,2.63,0.6556907265208843,129.16,132.43,62.18,63.71,0.47087566538060166,0.5364279269012717,2.366333098766545,0.08327121559317846
8,2555601.0,2311228.0,1.2401300202443426,Accenture plc,252.51,0.03555305561324074,255.04,0.06863786527957223,0.012932285297029484,530096.0,2021-01-12,0.0,182903614821.0,9.32069922091767,0.03433980834273465,0.0826832296342776,0.12142907791677883,0,2021-03-06,34.22119241579034,269.62,675345432.0,ACN,3.475190824143029,8.36,0.7736740556257256,279.54,276.07,139.38,139.49,0.643792654451652,0.669410556569917,1.823801910862795,0.023201538855798377
9,3101303.0,2986117.0,0.985150961500902,Adobe Inc,489.1,-0.1075232900571259,484.7,0.0646633028367766,0.0,23578.0,0,0.0,221334508344.0,10.350058636416911,-0.1055826855474721,-0.0731083035958783,-0.10231253793881516,0,0,42.12192360980169,463.06,503565009.0,ADBE,0.0,11.07,0.5758998817811993,559.77,544.76,261.28,256.56,0.3389510077035184,0.7442580989242533,4.330105732618682,-0.10630652415038633
